OLD_PATH,OLD_TYPE,OLD_FUNCTION,DOMAIN,USER_PROBLEM,DECISION_OR_TASK,KEY_KNOWLEDGE,FORMULAS_OR_LOGIC,TOOLS,EXAMPLES,RISKS,CURRENT_EQUIVALENT,INITIAL_COVERAGE_0_TO_5,DISPOSITION,TARGET_PATH,FINAL_COVERAGE_0_TO_5,VALIDATION
agents/openai.yaml,schema_or_config,openai,software-engineering,bundle-infrastructure,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,agents/openai.yaml,4,adapter
modules/clean-architecture/agents/openai.yaml,schema_or_config,clean-architecture,software-engineering,clean-architecture,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/software-architecture-and-system-design.md,4,function extracted; literature prose not copied
modules/design-sprint/references/friday.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/design-sprint/references/monday.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/design-sprint/references/recruiting.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/design-sprint/references/remote-sprints.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/design-sprint/references/thursday.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/design-sprint/references/tuesday.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/design-sprint/references/wednesday.md,markdown,design-sprint,software-engineering,design-sprint,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/homepage-audit/MODULE.md,markdown,homepage-audit,software-engineering,homepage-audit,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/homepage-audit/SKILL-OC.md,markdown,homepage-audit,software-engineering,homepage-audit,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/accessibility-performance-and-web-quality.md,4,function extracted; literature prose not copied
modules/hooked-ux/agents/openai.yaml,schema_or_config,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/MODULE.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/case-studies.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/ethical-boundaries.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/habit-testing.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/neuroscience-foundations.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/product-applications.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/rewards.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hooked-ux/references/triggers.md,markdown,hooked-ux,software-engineering,hooked-ux,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/hundred-million-offers/agents/openai.yaml,schema_or_config,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/MODULE.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/bonuses-stacking.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/case-studies.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/grand-slam-offers.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/guarantees.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/naming-offers.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/offer-creation-checklist.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/pricing-strategy.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/scarcity-urgency.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/starving-crowd.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/hundred-million-offers/references/value-equation.md,markdown,hundred-million-offers,software-engineering,hundred-million-offers,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/agents/openai.yaml,schema_or_config,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/MODULE.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/ability-chain.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/behavior-model.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/case-studies.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/motivation-waves.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/product-applications.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/prompt-design.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/improve-retention/references/tiny-habits.md,markdown,improve-retention,software-engineering,improve-retention,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/agents/openai.yaml,schema_or_config,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/MODULE.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/authority.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/case-studies.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/commitment-consistency.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/copywriting.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/ethics.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/liking.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/reciprocity.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/scarcity.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/social-proof.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/influence-psychology/references/unity.md,markdown,influence-psychology,software-engineering,influence-psychology,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Marketing & Growth skill; not duplicated here
modules/inspired-product/agents/openai.yaml,schema_or_config,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,,,2,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/MODULE.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/references/case-studies.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/references/discovery-techniques.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/references/empowered-teams.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/references/opportunity-assessment.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/references/product-vision.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/inspired-product/references/stakeholder-management.md,markdown,inspired-product,software-engineering,inspired-product,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,RETIRED_WITH_REASON,,0,owned by Product Strategy & Delivery skill; not duplicated here
modules/ios-hig-design/agents/openai.yaml,schema_or_config,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,,,2,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/MODULE.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
modules/ios-hig-design/references/accessibility.md,markdown,ios-hig-design,software-engineering,ios-hig-design,see module,see baseline,see baseline scripts/modules,,,legacy authorship/license/opaque scores,,3,REAUTHORED,references/hubs/frontend-ui-and-design-system-implementation.md,4,function extracted; literature prose not copied
